age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
31,0,0,2,0,466,0,0,0,0,1,1,-1,0,0,0
50,3,0,2,0,1130,0,0,0,0,0,2,-1,0,0,0
26,5,2,2,1,-3,0,0,1,0,1,5,-1,0,0,0
55,2,2,1,0,410,1,1,0,0,0,2,-1,0,0,0
43,2,2,1,0,92,0,0,1,0,1,2,-1,0,0,0
71,11,0,0,0,353,1,0,0,2,8,1,93,2,1,0
38,0,0,0,0,7124,1,0,1,0,9,6,-1,0,0,0
47,4,0,2,0,0,0,0,2,0,0,1,-1,0,0,0
34,2,0,2,0,3990,0,0,0,0,0,7,-1,0,0,0
38,2,0,1,0,1679,0,0,1,0,9,18,-1,0,0,0
33,0,0,0,0,1808,0,0,1,0,9,4,-1,0,0,0
33,2,1,2,0,13494,0,0,1,0,9,25,-1,0,0,0
32,0,0,0,0,913,0,0,0,0,9,1,674,4,1,0
57,7,0,2,1,32,0,0,0,0,1,3,-1,0,0,0
55,7,0,2,0,466,1,0,1,0,9,4,-1,0,0,0
38,3,0,0,0,45,1,0,0,0,0,4,-1,0,0,0
47,3,0,2,0,1990,0,1,0,0,2,4,-1,0,0,0
30,2,0,1,0,1317,0,0,1,0,1,2,-1,0,0,0
49,9,0,1,0,199,1,0,1,0,1,2,-1,0,0,0
51,0,0,3,0,712,1,0,0,0,2,2,-1,0,0,0
56,8,2,1,0,802,1,0,2,1,7,2,-1,0,0,0
40,4,2,2,0,-81,1,1,0,0,0,1,-1,0,0,0
32,0,1,3,0,787,1,0,0,2,8,1,-1,0,0,0
38,2,0,1,0,506,0,1,1,0,9,1,-1,0,0,0
36,2,2,2,0,-11,1,0,1,0,9,2,-1,0,0,0
30,0,1,0,0,47,1,1,0,0,0,17,-1,0,0,0
44,0,2,0,0,-710,0,0,0,0,0,1,-1,0,0,0
29,1,0,0,0,242,0,0,0,0,0,4,-1,0,0,0
41,3,0,0,0,744,0,0,1,0,1,1,-1,0,0,0
37,3,0,2,0,1063,0,0,0,0,0,2,-1,0,0,0
53,0,0,2,0,66,1,1,2,0,0,1,-1,0,0,0
43,2,0,1,0,1211,0,0,1,0,1,3,-1,0,0,0
50,5,0,2,0,0,1,0,0,0,2,4,-1,0,0,0
38,1,0,2,0,746,1,0,1,0,9,3,-1,0,0,0
32,3,0,2,0,84,1,1,0,0,0,3,-1,0,0,0
40,0,0,3,0,419,0,0,0,0,0,1,-1,0,0,0
31,0,1,2,0,36,1,0,0,0,2,2,-1,0,0,0
31,2,0,2,0,631,0,0,1,0,1,4,-1,0,0,0
42,9,0,1,1,66,0,1,0,1,7,1,-1,0,0,0
60,5,0,2,0,-396,0,0,0,0,1,1,350,1,1,0
38,0,1,0,0,11971,0,0,1,1,3,2,101,3,1,0
21,10,1,2,0,6,1,0,1,0,1,1,-1,0,0,0
33,3,0,2,0,6699,1,0,0,1,3,1,462,1,1,0
44,1,0,0,0,134,1,0,0,0,2,4,-1,0,0,0
32,4,0,2,0,61,0,0,0,0,0,5,-1,0,0,0
40,5,0,2,0,0,0,1,0,1,3,1,-1,0,0,0
42,0,1,0,0,525,1,0,0,0,2,2,-1,0,0,0
58,6,0,1,0,435,0,0,2,0,0,6,-1,0,0,0
29,8,1,0,0,991,1,0,0,1,7,1,-1,0,0,0
34,9,0,2,0,-139,0,1,1,0,1,2,-1,0,0,0
35,2,0,1,0,422,0,0,0,0,1,1,-1,0,0,0
25,10,1,2,0,1790,1,0,0,1,4,1,322,3,1,0
36,5,0,2,0,957,0,0,1,0,1,1,-1,0,0,0
51,0,0,0,0,5108,0,0,0,2,10,1,102,8,2,0
36,4,0,2,0,1328,0,0,1,0,9,4,-1,0,0,0
38,3,0,0,0,1161,0,0,1,0,1,1,-1,0,0,0
36,2,1,2,0,35,0,0,1,0,9,3,-1,0,0,0
28,0,0,0,0,1480,0,0,0,0,1,1,-1,0,0,0
36,4,0,1,0,179,1,0,1,0,9,1,-1,0,0,0
32,2,0,2,0,119,1,0,0,0,1,5,-1,0,0,0
32,4,0,2,0,255,0,1,1,0,1,2,-1,0,0,0
57,6,0,2,0,158,0,0,2,0,0,1,-1,0,0,0
31,8,0,2,0,296,0,0,1,0,1,3,-1,0,0,0
55,7,2,2,0,138,1,0,0,0,0,1,-1,0,0,0
51,1,2,2,0,1291,0,0,1,0,9,2,-1,0,0,0
49,0,0,0,0,1430,1,0,0,1,3,2,-1,0,0,0
36,8,1,0,0,9019,0,0,1,0,9,3,-1,0,0,0
27,2,1,1,0,1128,0,0,1,0,9,4,-1,0,0,0
38,0,1,0,0,8669,0,0,2,1,4,3,150,6,1,0
34,3,1,2,0,440,0,0,0,0,1,2,345,2,1,0
32,3,1,0,0,930,1,0,0,0,2,7,-1,0,0,0
43,0,0,3,0,5172,0,0,1,0,1,3,-1,0,0,0
26,2,1,2,0,592,0,1,1,0,1,1,-1,0,0,0
46,2,0,1,0,1291,0,0,0,0,1,3,259,17,1,0
28,2,0,2,0,373,0,0,0,0,1,9,344,1,1,0
37,0,1,0,0,695,1,0,0,2,8,1,-1,0,0,0
36,3,0,0,0,1109,1,0,0,0,2,2,-1,0,0,0
32,3,0,2,0,485,1,0,0,0,2,14,-1,0,0,0
33,2,1,1,0,1,0,0,0,1,4,1,-1,0,0,0
48,2,1,2,0,-552,1,1,0,1,3,2,-1,0,0,0
31,2,0,3,0,-120,0,0,0,0,0,2,-1,0,0,0
30,5,0,2,0,122,0,0,1,0,1,1,-1,0,0,0
37,2,1,1,0,851,0,0,0,0,1,1,352,1,1,0
28,5,0,2,0,-97,0,0,0,2,8,1,225,2,3,0
42,0,2,0,0,221,0,0,1,0,1,2,-1,0,0,0
36,5,1,2,0,0,1,0,0,1,4,1,-1,0,0,0
47,3,2,0,0,-1148,0,1,1,0,1,2,-1,0,0,0
74,7,0,2,0,935,1,0,0,2,8,1,104,1,2,0
53,3,2,3,0,629,0,0,0,0,1,1,-1,0,0,0
28,0,0,0,0,3694,1,1,0,0,0,2,-1,0,0,0
30,10,1,2,0,3096,1,0,0,2,8,1,-1,0,0,0
32,3,0,0,0,396,0,0,0,0,1,3,-1,0,0,0
32,0,0,2,0,3935,0,0,1,0,1,2,-1,0,0,0
43,1,0,2,0,104,1,0,1,0,9,1,-1,0,0,0
28,0,1,0,0,2380,1,0,0,2,5,2,-1,0,0,0
57,0,0,0,0,1172,1,0,1,0,9,1,-1,0,0,0
33,9,0,2,0,-118,0,1,1,0,1,3,-1,0,0,0
58,7,0,2,0,14412,1,0,0,1,3,1,-1,0,0,0
51,4,0,2,0,0,1,1,1,0,9,3,-1,0,0,0
41,11,1,0,0,1567,1,0,0,0,0,2,-1,0,0,0
37,2,0,1,0,704,1,0,1,0,9,7,-1,0,0,0
34,3,1,2,0,174,1,0,2,0,1,4,-1,0,0,0
34,0,2,2,0,291,1,0,0,0,2,2,-1,0,0,0
59,7,2,1,0,7179,1,0,0,1,7,1,-1,0,0,0
20,10,1,2,0,502,1,0,0,1,4,1,-1,0,0,1
68,7,2,2,0,4189,1,0,2,0,0,2,-1,0,0,1
32,0,1,0,0,2536,0,0,0,0,2,6,-1,0,0,1
49,3,0,0,0,1235,1,0,0,0,2,3,-1,0,0,1
78,7,2,1,0,229,1,0,2,2,10,1,-1,0,0,1
32,2,0,2,0,2089,0,0,0,1,3,1,-1,0,0,1
33,0,0,2,0,3935,0,0,0,0,1,1,342,2,1,1
61,5,0,3,0,4629,0,0,0,2,8,1,92,1,3,1
45,2,2,1,0,844,1,0,1,0,9,3,-1,0,0,1
34,3,0,0,0,1539,0,0,0,0,9,1,56,1,2,1
37,0,0,0,0,0,1,0,0,0,0,2,182,3,3,1
27,5,2,2,0,451,0,0,0,0,0,1,-1,0,0,1
52,4,0,2,0,657,1,0,2,0,0,2,460,2,1,1
37,0,0,0,0,1315,1,0,0,0,9,1,-1,0,0,1
27,4,1,2,0,-195,0,0,0,0,1,1,-1,0,0,1
31,8,1,1,0,406,1,0,0,1,7,1,-1,0,0,1
56,8,0,1,0,3391,1,0,0,1,4,1,-1,0,0,1
21,10,1,2,0,2488,1,0,0,0,9,6,169,3,3,1
25,10,1,2,0,331,1,0,2,0,2,4,-1,0,0,1
25,3,1,2,0,505,1,1,0,1,3,2,-1,0,0,1
34,1,1,0,0,462,1,0,0,0,2,3,-1,0,0,1
77,7,2,0,0,4659,1,0,0,1,4,1,-1,0,0,1
52,0,0,0,0,-970,0,0,0,1,7,1,-1,0,0,1
55,5,0,2,0,602,1,0,0,0,9,3,90,2,3,1
28,0,1,0,0,80,1,0,0,2,10,2,146,2,1,1
56,7,0,2,0,-1206,0,0,0,0,9,2,-1,0,0,1
75,7,0,2,0,3771,1,0,2,1,4,1,181,2,3,1
35,3,1,0,0,2658,0,0,0,0,2,2,141,3,1,1
29,2,1,0,0,455,1,0,2,1,4,1,-1,0,0,1
42,0,0,0,0,372,0,0,0,0,2,2,-1,0,0,1
29,2,1,2,0,482,1,1,0,0,0,3,-1,0,0,1
24,2,1,2,0,174,0,1,0,0,1,1,-1,0,0,1
34,5,0,0,0,69,1,1,0,0,2,3,1,6,3,1
50,2,0,1,0,4108,0,0,0,0,2,2,-1,0,0,1
49,9,2,3,1,-701,0,0,0,0,0,2,-1,0,0,1
45,2,2,1,0,-311,0,0,1,0,1,1,-1,0,0,1
38,9,0,2,0,593,0,1,0,0,0,24,-1,0,0,1
32,2,0,2,0,759,0,0,0,1,4,5,-1,0,0,1
49,9,0,2,0,687,0,0,0,1,4,1,-1,0,0,1
25,5,1,0,0,760,0,0,0,0,1,3,89,2,1,1
35,9,0,2,0,2971,1,0,0,0,1,4,164,2,1,1
38,0,0,0,0,1199,1,0,0,0,2,1,1,1,3,1
35,9,1,0,0,145,0,0,0,0,0,2,-1,0,0,1
35,8,0,2,0,978,1,0,0,2,6,3,209,3,3,1
32,4,0,1,0,228,0,0,0,0,0,6,-1,0,0,1
30,0,1,0,0,424,1,0,0,1,4,4,-1,0,0,1
55,0,0,1,0,2587,1,0,0,2,5,2,94,2,3,1
48,5,2,2,0,4099,1,0,0,1,4,2,-1,0,0,1
60,3,1,1,0,11262,1,0,0,0,2,1,-1,0,0,1
37,0,0,0,0,393,0,0,0,0,1,3,275,4,1,1
59,7,0,0,0,9676,1,0,2,2,11,2,-1,0,0,1
28,2,1,2,0,517,1,1,0,0,0,1,-1,0,0,1
54,5,0,2,0,0,1,0,0,2,8,1,98,2,1,1
75,7,2,0,0,3810,0,0,0,1,3,1,183,1,1,1
49,0,2,0,0,755,1,0,0,0,0,4,-1,0,0,1
30,0,0,0,0,1221,0,0,2,0,0,4,-1,0,0,1
35,3,0,2,0,4508,0,0,0,1,3,1,-1,0,0,1
34,1,1,0,0,5462,1,0,0,1,4,1,-1,0,0,1
32,2,0,2,0,889,0,0,0,2,5,1,99,5,3,1
61,5,0,2,0,4608,1,0,0,2,11,1,-1,0,0,1
77,7,0,0,0,7802,1,0,2,0,1,1,92,2,3,1
53,5,0,2,0,1796,1,0,2,2,11,1,91,2,3,1
46,5,0,2,0,22,1,0,0,0,2,6,-1,0,0,1
44,3,1,2,0,244,0,0,0,0,2,4,-1,0,0,1
19,10,1,1,0,103,1,0,0,0,0,2,-1,0,0,1
30,2,1,2,0,315,1,0,0,0,9,1,-1,0,0,1
52,3,0,2,0,195,0,0,0,1,7,1,63,5,1,1
36,2,0,1,0,1925,0,0,0,1,4,2,-1,0,0,1
47,5,1,2,0,3696,1,0,0,0,0,2,181,4,3,1
43,0,1,0,0,1304,1,0,0,0,2,2,-1,0,0,1
41,2,0,2,1,720,1,1,0,0,0,1,-1,0,0,1
28,3,1,2,0,227,1,0,0,1,4,1,-1,0,0,1
32,4,1,2,0,2881,1,0,0,0,0,1,-1,0,0,1
41,1,0,0,0,231,1,0,0,0,2,2,-1,0,0,1
35,3,0,0,0,7050,1,0,0,0,2,3,182,4,3,1
30,0,1,0,0,2,0,1,0,0,0,8,-1,0,0,1
58,1,2,0,0,1382,1,0,1,0,9,1,-1,0,0,1
27,0,1,0,0,703,0,0,1,0,9,3,-1,0,0,1
39,0,0,0,0,2763,0,0,1,0,9,2,-1,0,0,1
46,1,0,2,0,548,1,0,0,0,2,4,-1,0,0,1
28,0,1,0,0,0,0,0,0,0,0,5,-1,0,0,1
38,3,1,0,0,25,0,0,0,0,9,2,-1,0,0,1
28,4,1,2,0,168,1,0,0,0,9,3,140,2,3,1
32,0,2,0,0,874,1,0,0,0,2,6,-1,0,0,1
59,7,0,3,0,1033,1,0,1,0,9,1,-1,0,0,1
35,1,2,0,0,1354,0,0,1,0,1,2,-1,0,0,1
50,0,0,0,0,3463,1,1,0,2,10,1,-1,0,0,1
36,3,0,2,0,480,1,0,0,2,10,1,-1,0,0,1
28,0,1,2,0,1633,1,0,0,0,9,1,-1,0,0,1
55,7,0,1,0,3334,1,0,0,0,2,4,-1,0,0,1
48,0,0,0,0,1167,0,1,0,0,9,1,-1,0,0,1
29,2,1,2,0,908,0,0,1,0,9,1,-1,0,0,1
34,0,0,0,0,703,0,0,0,1,4,1,-1,0,0,1
43,0,0,0,0,1429,0,0,0,1,3,1,198,2,2,1
47,2,0,2,0,1996,1,0,1,0,9,2,-1,0,0,1
39,4,1,2,0,7066,0,0,0,0,1,3,357,3,2,1
55,6,2,1,0,976,1,0,0,0,9,1,94,3,2,1
46,0,2,0,0,624,1,0,0,2,5,2,183,2,3,1
41,5,1,2,0,1020,0,0,1,0,1,1,-1,0,0,1
31,6,1,1,0,26965,1,0,0,1,4,2,-1,0,0,1
26,5,1,2,0,255,1,0,0,1,4,1,80,1,3,1
60,3,0,1,0,65,0,0,1,0,1,2,-1,0,0,1
27,10,1,0,0,5291,1,0,0,1,3,2,92,2,1,1
28,4,1,2,0,198,1,0,0,0,0,2,-1,0,0,1
34,2,2,3,0,172,1,0,0,0,9,1,-1,0,0,1
34,0,0,0,0,0,0,0,0,0,2,1,99,2,3,1
40,2,0,2,0,1451,1,0,0,0,9,1,-1,0,0,1
41,3,0,2,0,1066,1,0,0,1,7,3,-1,0,0,1
33,0,1,0,0,3143,1,0,0,0,9,2,-1,0,0,1
58,1,0,1,0,1013,0,0,0,0,2,1,461,1,1,1
34,2,1,2,0,215,1,0,0,2,11,3,-1,0,0,1
43,0,2,0,0,388,0,0,1,0,1,2,-1,0,0,1
59,1,0,0,0,2013,1,0,0,1,7,4,94,2,3,1
37,5,0,0,0,3913,0,0,0,1,4,1,-1,0,0,1
45,3,1,2,0,410,0,0,1,0,1,4,-1,0,0,1
49,2,0,2,0,-454,0,0,0,0,1,1,-1,0,0,1
53,7,0,2,0,665,0,0,0,1,4,2,-1,0,0,1
42,3,0,2,0,994,0,0,0,0,2,1,78,5,1,1
45,5,0,2,0,5346,0,1,1,2,10,1,-1,0,0,1
56,7,0,2,0,1044,1,0,2,0,0,2,-1,0,0,1
55,2,2,2,0,1613,0,0,0,1,4,1,270,3,1,1
34,4,0,2,0,1337,1,0,0,2,6,2,127,3,3,1
63,9,0,2,0,3904,1,0,2,0,2,2,187,2,3,1
48,0,0,0,0,1147,1,0,0,0,2,1,64,2,3,1
36,2,0,2,0,1049,0,0,0,0,1,4,-1,0,0,1
54,11,0,2,0,2206,1,0,0,1,3,1,99,2,2,1
38,5,0,0,0,1988,1,0,0,2,11,2,130,2,1,1
33,2,0,2,0,661,0,0,0,0,0,1,-1,0,0,1
59,3,0,2,0,1,1,0,0,1,4,2,378,3,1,1
37,3,0,2,0,480,1,0,0,2,10,2,182,8,2,1
37,3,0,3,0,189,1,0,0,2,10,1,107,2,3,1
57,7,0,0,0,0,0,1,1,0,1,1,-1,0,0,1
60,0,2,0,0,366,1,0,0,0,9,1,-1,0,0,1
44,5,0,2,0,205,1,0,0,1,3,1,-1,0,0,1
32,3,1,0,0,5514,1,0,0,1,4,1,182,1,3,1
33,0,0,0,0,273,0,0,1,0,1,1,-1,0,0,1
28,1,1,0,0,4579,1,0,0,2,8,2,-1,0,0,1
37,0,0,0,0,5106,1,0,0,1,4,1,-1,0,0,1
31,3,0,0,0,636,0,0,0,0,1,4,-1,0,0,1
34,4,0,2,0,1076,1,0,0,0,1,1,182,6,3,1
54,7,2,0,0,0,1,0,1,0,1,1,-1,0,0,1
61,0,0,0,0,6016,1,0,0,1,7,3,-1,0,0,1
36,0,1,0,0,490,1,0,0,0,2,8,98,1,1,1
75,7,2,2,0,1341,1,0,0,2,6,7,-1,0,0,1
60,2,0,1,0,493,1,0,0,0,2,4,-1,0,0,1
54,11,0,3,0,895,1,0,0,2,10,1,-1,0,0,1
27,3,1,2,0,158,1,0,1,0,0,2,-1,0,0,1
41,0,2,0,0,5037,1,0,0,1,4,9,185,5,2,1
46,5,2,2,0,2232,1,0,0,1,7,1,-1,0,0,1
31,0,0,0,0,2603,0,0,0,1,7,4,-1,0,0,1
32,0,1,0,0,41,1,0,0,0,2,5,-1,0,0,1
59,7,2,2,0,5845,1,0,0,0,1,2,-1,0,0,1
42,0,0,3,0,1519,1,0,0,2,10,1,92,1,3,1
80,7,0,2,0,8304,1,0,2,0,9,1,64,12,1,1
49,0,0,2,0,1623,0,0,0,1,3,2,-1,0,0,1
45,5,0,2,0,204,0,0,0,0,9,2,-1,0,0,1
32,0,1,0,0,311,1,0,1,0,1,2,-1,0,0,1
27,5,0,2,0,710,0,1,0,0,1,1,334,2,3,1
47,3,0,2,0,1233,0,0,1,2,5,1,100,2,2,1
28,0,1,2,0,171,1,0,0,2,11,1,-1,0,0,1
83,7,0,1,0,425,1,0,2,0,9,1,140,1,1,1
46,5,0,2,0,368,1,0,0,0,2,1,90,4,2,1
38,3,0,0,0,3234,1,0,0,1,3,2,-1,0,0,1
35,2,1,2,0,0,0,0,0,1,4,1,345,4,2,1
38,4,1,2,0,2253,0,0,0,0,1,3,-1,0,0,1
36,0,0,0,0,495,1,0,0,0,2,3,97,2,3,1
59,7,1,2,0,351,0,0,1,0,1,5,-1,0,0,1
64,7,0,2,0,1574,1,0,2,0,0,3,-1,0,0,1
77,7,0,0,0,0,1,0,0,2,10,1,60,1,3,1
56,6,2,1,1,1238,1,0,1,0,9,1,-1,0,0,1
32,3,1,0,0,4665,0,0,1,0,1,2,-1,0,0,1
31,0,0,0,0,1224,0,1,0,0,0,2,-1,0,0,1
45,4,1,1,0,1893,0,0,1,0,9,6,-1,0,0,1
36,0,0,0,0,2987,0,0,0,0,2,1,-1,0,0,1
31,2,0,2,0,1766,1,1,0,0,9,2,-1,0,0,1
53,4,2,2,0,0,1,0,0,2,11,2,-1,0,0,1
59,3,0,2,0,259,1,0,0,0,9,1,89,1,3,1
29,3,1,2,0,113,1,0,0,1,7,2,183,4,3,1
46,3,0,2,0,57,1,0,1,0,1,1,-1,0,0,1
47,5,2,2,0,225,1,0,0,0,2,4,-1,0,0,1
42,5,2,2,0,936,1,0,0,2,8,1,-1,0,0,1
33,3,0,2,0,133,1,0,0,0,1,1,-1,0,0,1
54,0,2,0,0,2171,0,1,2,1,3,1,-1,0,0,1
28,10,1,0,0,1562,1,0,0,1,7,4,-1,0,0,1
42,0,2,3,0,7702,1,0,0,1,7,2,-1,0,0,1
49,0,1,0,0,151,0,0,0,0,0,3,-1,0,0,1
46,0,2,0,0,1297,1,0,0,0,2,3,-1,0,0,1
39,1,1,0,0,426,1,0,1,0,9,1,-1,0,0,1
53,2,0,1,0,306,1,0,0,0,0,3,181,1,3,1
52,2,2,1,0,-191,0,0,1,0,1,1,-1,0,0,1
47,4,1,3,0,1784,1,0,0,2,10,2,-1,0,0,1
32,3,1,2,0,0,1,0,0,0,2,4,-1,0,0,1
37,3,1,2,0,2442,1,0,0,1,7,3,-1,0,0,1
43,5,0,2,0,132,1,0,0,0,2,1,84,3,3,1
31,0,1,0,0,3283,1,0,0,1,7,1,73,1,1,1
35,0,1,0,0,5958,0,0,0,2,11,1,-1,0,0,1
25,10,1,2,0,304,1,0,0,0,1,2,-1,0,0,1
32,2,1,2,0,118,0,0,0,0,0,1,-1,0,0,1
46,5,0,2,0,70,0,0,0,2,11,2,-1,0,0,1
48,0,0,2,0,4415,0,0,0,1,4,3,141,7,1,1
34,3,0,0,0,197,1,0,0,0,2,3,-1,0,0,1
53,5,1,2,0,2398,0,0,0,0,2,1,180,2,1,1
40,5,1,2,0,100,0,0,0,0,2,1,461,1,3,1
49,6,0,1,0,889,1,0,2,0,0,1,-1,0,0,1
49,5,0,2,0,197,0,0,0,1,4,1,182,2,1,1
29,0,1,0,0,1445,1,0,0,1,4,2,143,2,3,1
38,3,0,2,0,226,0,0,1,0,1,3,-1,0,0,1
35,3,0,2,0,0,0,0,0,1,3,1,96,5,3,1
57,2,0,2,0,2887,1,0,0,0,2,10,-1,0,0,1
51,0,1,0,0,297,0,0,0,0,1,4,375,1,1,1
31,0,0,0,0,156,1,0,0,0,2,7,-1,0,0,1
39,3,2,0,1,3,1,0,0,0,1,1,-1,0,0,1
54,0,0,0,0,8295,1,0,0,0,9,1,-1,0,0,1
51,1,0,2,0,95,0,0,0,0,0,4,-1,0,0,1
34,0,1,0,0,2646,1,0,0,1,4,1,-1,0,0,1
47,2,0,2,0,1230,0,0,0,1,4,1,169,1,3,1
34,5,0,2,0,247,1,0,0,2,10,2,-1,0,0,1
26,2,1,1,0,-887,0,0,0,0,1,2,-1,0,0,1
39,3,2,2,0,902,0,0,0,1,7,2,180,5,1,1
42,0,0,0,0,1205,1,0,2,2,5,2,-1,0,0,1
40,0,1,0,0,1361,1,0,0,2,8,1,-1,0,0,1
28,10,1,0,0,0,1,0,0,2,5,2,105,7,2,1
46,0,0,0,0,273,0,0,0,2,11,2,184,4,3,1
48,6,0,1,0,7195,1,0,0,1,3,2,-1,0,0,1
30,4,1,0,0,-477,1,1,0,0,2,2,-1,0,0,1
29,0,1,0,0,1026,1,0,0,1,3,1,92,1,2,1
53,8,0,1,0,980,0,0,0,2,6,1,-1,0,0,1
71,7,0,1,0,4657,1,0,0,1,7,5,-1,0,0,1
22,10,1,1,0,3472,1,0,0,2,10,1,183,3,1,1
27,3,1,2,0,489,0,0,0,0,0,4,-1,0,0,1
27,10,1,2,0,213,1,0,0,2,11,1,-1,0,0,1
42,4,2,2,0,257,0,0,0,0,1,2,-1,0,0,1
41,5,2,2,0,6046,0,1,2,2,11,6,182,2,3,1
25,8,1,0,0,343,1,0,0,0,9,1,-1,0,0,1
44,3,1,2,0,7138,1,0,0,0,2,2,-1,0,0,1
37,9,2,0,0,66,1,0,0,1,3,2,-1,0,0,1
44,0,0,1,0,4758,0,0,0,0,0,6,-1,0,0,1
74,7,2,2,0,4079,1,0,0,2,10,3,-1,0,0,1
40,0,1,0,0,0,0,0,0,1,7,2,182,6,1,1
34,3,1,0,0,925,0,0,0,1,4,1,-1,0,0,1
59,0,0,1,0,1727,1,0,2,0,1,4,358,2,1,1
41,2,2,1,0,664,1,1,0,0,0,5,-1,0,0,1
30,0,0,0,0,1942,0,1,0,1,3,2,178,3,2,1
59,3,0,1,0,4198,1,0,0,2,8,1,91,10,3,1
31,5,1,2,0,747,0,0,1,0,1,2,-1,0,0,1
48,3,0,2,0,568,0,0,0,2,5,2,386,1,3,1
47,3,0,2,0,1167,0,0,0,1,4,1,87,5,1,1
33,2,1,2,0,697,1,0,0,1,7,2,-1,0,0,1
30,0,1,0,0,201,0,0,0,2,11,2,-1,0,0,1
38,0,1,0,0,104,0,0,0,0,1,3,-1,0,0,1
33,0,0,0,0,1412,0,0,1,0,2,1,-1,0,0,1
62,7,2,0,0,0,1,0,0,1,3,2,-1,0,0,1
48,8,0,2,0,817,1,0,0,2,8,1,282,4,3,1
41,5,0,1,0,-306,0,0,1,0,1,1,-1,0,0,1
35,6,0,0,0,1265,0,0,0,0,1,5,179,4,1,1
47,6,1,0,0,3727,1,0,1,0,9,6,-1,0,0,1
37,0,0,0,0,4089,0,0,0,1,7,2,174,4,2,1
62,0,0,0,0,1859,1,0,2,0,2,3,-1,0,0,1
33,4,0,2,0,386,1,0,0,1,3,1,92,4,1,1
40,4,0,2,0,1836,0,0,0,0,1,2,-1,0,0,1
28,2,1,2,0,-46,0,0,0,2,5,1,92,14,3,1
43,9,0,2,0,104,0,0,0,0,0,3,-1,0,0,1
23,9,1,1,0,4,0,0,1,0,1,2,-1,0,0,1
29,0,0,0,0,199,0,1,1,0,1,4,-1,0,0,1
34,0,0,0,0,3301,0,0,0,0,9,2,227,4,1,1
24,10,1,2,0,822,1,0,0,2,10,1,91,2,1,1
44,3,0,2,0,2776,0,0,0,2,8,1,-1,0,0,1
33,2,0,2,0,139,0,1,0,0,1,2,291,5,1,1
24,4,0,2,0,4500,0,0,0,0,1,2,-1,0,0,1
37,0,0,0,0,238,1,0,0,1,7,1,92,1,3,1
41,0,0,0,0,326,0,0,0,0,1,1,-1,0,0,1
35,5,1,2,0,0,0,0,0,0,1,1,-1,0,0,1
32,2,0,2,0,1905,0,0,0,0,0,2,-1,0,0,1
27,4,1,2,0,54,0,0,1,0,1,2,-1,0,0,1
30,0,0,0,0,102,0,0,0,1,4,7,426,3,2,1
37,3,1,2,0,-242,0,0,0,0,2,6,-1,0,0,1
43,4,1,2,0,3403,0,0,0,1,3,2,97,2,3,1
26,8,1,2,0,622,1,0,0,2,8,2,-1,0,0,1
35,4,0,2,0,152,0,0,1,0,9,1,-1,0,0,1
41,2,1,2,1,-386,1,1,0,1,3,1,-1,0,0,1
44,0,1,0,0,5063,1,0,0,2,10,2,-1,0,0,1
42,8,0,2,0,1289,1,0,0,0,0,4,415,2,1,1
73,7,0,1,0,796,1,0,0,2,10,1,182,2,1,1
51,3,0,2,0,117,1,0,0,0,2,2,88,4,2,1
35,0,0,2,0,724,0,0,0,0,0,2,415,1,1,1
36,0,0,0,0,925,1,0,0,2,6,3,189,4,3,1
23,3,1,0,0,1129,0,0,1,0,1,1,-1,0,0,1
22,10,1,2,0,2488,1,0,0,1,3,2,38,10,2,1
53,11,0,1,0,732,1,0,0,2,10,2,-1,0,0,1
35,5,2,2,0,3636,1,1,0,1,3,2,-1,0,0,1
50,11,0,3,0,558,1,0,0,0,0,1,683,6,1,1
37,0,0,0,0,5355,1,0,2,1,7,4,-1,0,0,1
53,6,0,1,0,104,1,1,1,0,9,1,-1,0,0,1
44,3,2,2,0,14,1,0,0,1,3,1,92,1,3,1
31,0,0,0,0,4148,0,0,0,1,3,3,99,9,2,1
33,0,0,0,0,1064,0,0,0,0,1,1,-1,0,0,1
34,5,2,2,0,479,0,0,0,0,1,1,350,5,1,1
61,7,0,2,0,2917,1,0,0,2,10,1,-1,0,0,1
52,3,0,0,0,2557,1,0,0,2,8,5,204,2,3,1
49,4,0,2,0,823,1,0,0,0,2,4,-1,0,0,1
50,0,1,0,0,1200,1,0,0,0,2,3,-1,0,0,1
36,0,0,0,0,9,1,0,0,0,2,4,-1,0,0,1
45,2,1,2,0,0,0,0,0,1,4,1,192,4,1,1
36,0,0,0,0,1133,0,0,0,0,2,1,181,2,2,1
42,3,0,2,0,4945,0,0,0,2,11,2,-1,0,0,1
27,10,1,0,0,3733,0,0,0,0,1,1,98,6,3,1
31,0,0,0,0,325,0,0,0,0,0,2,-1,0,0,1
29,0,1,0,0,437,1,0,0,0,2,1,92,1,3,1
45,5,2,2,0,0,1,0,0,2,10,1,-1,0,0,1
55,0,2,0,0,9756,0,0,0,0,9,2,95,1,2,1
25,0,1,0,0,2506,1,0,0,1,7,1,-1,0,0,1
41,2,1,2,0,75,0,0,1,0,0,9,-1,0,0,1
29,3,1,0,0,2325,1,0,0,1,7,1,-1,0,0,1
32,3,1,2,0,230,0,0,0,0,1,1,266,8,1,1
53,2,0,2,0,25,1,0,0,0,2,2,-1,0,0,1
47,3,0,2,0,1219,1,0,0,0,2,4,-1,0,0,1
